seed,summary_type,config_branch,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,evaluated_nodes,purified_plain_correct_fraction,correct_fraction,abstained_fraction,correct_abstained_fraction,correct_zero_radius_fraction,positive_certified_fraction,max_reported_radius,mean_pA_lower,mean_lower_margin,failure_reason_counts
42,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.0,0,0.5692499583888336,0.13849991677766707,abstained:1; prediction-incorrect:7; zero-radius:4
42,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.4166666666666667,0.25,0.08333333333333333,0.25,0.08333333333333333,1,0.5846192848421209,0.1692385696842418,abstained:1; positive-radius:1; prediction-incorrect:7; zero-radius:3
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586083,0.9623542971172169,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586083,0.9623542971172169,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586083,0.9623542971172169,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.0,0.0,0.0,0.0,0.0,0,0.9801947140747155,0.9603894281494313,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586083,0.9623542971172169,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586083,0.9623542971172169,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586083,0.9623542971172169,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0,0.9806859313166619,0.9613718626333241,prediction-incorrect:12
42,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0,0.9811771485586083,0.9623542971172169,prediction-incorrect:12
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,5,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,5,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,2,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
42,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,11,0.5454545454545454,0.6363636363636364,0.0,0.0,0.0,0.6363636363636364,5,0.9811771485586083,0.9623542971172168,positive-radius:7; prediction-incorrect:4
99,fixed-config,mainline,clean-training,clean-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9801947140747157,0.9603894281494312,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9806859313166619,0.9613718626333241,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9801947140747155,0.9603894281494313,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-training,clean-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.0,0,0.5837980453550782,0.16759609071015627,abstained:2; prediction-incorrect:7; zero-radius:3
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,0.0,0,0.5820946502002411,0.16418930040048207,abstained:1; prediction-incorrect:8; zero-radius:3
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.25,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,1,0.5816189228739211,0.16323784574784217,positive-radius:1; prediction-incorrect:9; zero-radius:2
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.5,0.08333333333333333,0.25,0.0,0,0.5468622825143387,0.0937245650286772,abstained:1; prediction-incorrect:8; zero-radius:3
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,0.0,0,0.5712533366160267,0.14250667323205365,abstained:1; prediction-incorrect:8; zero-radius:3
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.08333333333333333,1,0.5631995322006398,0.12639906440127982,abstained:1; positive-radius:1; prediction-incorrect:8; zero-radius:2
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.75,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.25,0.0,0,0.5634924976393053,0.12698499527861054,abstained:2; prediction-incorrect:7; zero-radius:3
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.75,0.25,0.3333333333333333,0.0,0.25,0.0,0,0.5847975858514237,0.16959517170284752,prediction-incorrect:9; zero-radius:3
99,fixed-config,mainline,matched-sparse-noisy-training,matched-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.75,0.25,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,1,0.5805985911411501,0.16119718228230015,positive-radius:1; prediction-incorrect:9; zero-radius:2
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,2,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,2,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,5,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,2,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,2,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,5,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,2,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,2,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,balanced-sparse-noisy-training,balanced-sparse-noisy-training,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,5,0.9811771485586083,0.9623542971172169,positive-radius:2; prediction-incorrect:10
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9801947140747157,0.9603894281494312,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9802663301886717,0.9605326603773435,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,2,0.9806859313166619,0.961371862633324,positive-radius:1; prediction-incorrect:11
99,fixed-config,mainline,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.05,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,5,0.9811771485586083,0.9623542971172169,positive-radius:1; prediction-incorrect:11
